PkMn, PokeName, Quick Move Name, Charge Move Name, Attack(IV0), Defense(IV0), Att*Def(IV0), Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
117,Seadra,Dragon Breath,Dragon Pulse,26.7351713147,16.5,441.130326693,1,176,150,110,12,18.3555555556,0.5019920319,15.190438247,455.466207849,470.103201466,485.04438361,500.292830343,515.851617729,531.723821833,547.912518717,564.420784446,581.251695084,598.408326693
117,Seadra,Dragon Breath,Hydro Pump,28.4444490862,16.5,469.333409922,1,176,150,110,12,23.9842105263,0.3472584856,16.161618799,484.585836653,500.158627073,516.05505391,532.27838989,548.831907743,565.718880196,582.942579976,600.506279812,618.413252431,636.666770561
118,Goldeen,Peck,Water Pulse,11.0127090301,11.34,124.884120401,1,112,126,90,8.6956521739,10.8234519104,0.5344129555,9.8327759197,130.197691054,135.658384615,141.268192224,147.029105017,152.94311413,159.012210702,165.23838587,171.623630769,178.169936538,184.879294314
118,Goldeen,Peck,Horn Attack,11.140029985,11.34,126.32794003,1,112,126,90,8.6956521739,11.581027668,0.4334975369,9.9464553438,131.702942332,137.226768473,142.901432609,148.728948897,154.711331495,160.85059456,167.148752249,173.607818719,180.229808128,187.016734633
118,Goldeen,Peck,Aqua Tail,13.2064412238,11.34,149.761043478,1,112,126,90,8.6956521739,19.3663274746,0.2901234568,11.7914653784,156.133077672,162.681541667,169.408823234,176.317310145,183.409390172,190.687451087,198.153880661,205.811066667,213.661396875,221.707259058
118,Goldeen,Mud Shot,Water Pulse,12.2181818182,11.34,138.554181818,0,112,126,90,10.9090909091,10.8787878788,0.2901234568,10.9090909091,144.449386364,150.507818182,156.731686364,163.1232,169.684568182,176.418,183.325704545,190.409890909,197.672768182,205.116545455
118,Goldeen,Mud Shot,Horn Attack,12.6485077187,11.34,143.43407753,1,112,126,90,10.9090909091,11.6363636364,0.5283018868,11.2933104631,149.536911921,155.80872247,162.251796072,168.868419623,175.660880017,182.631464151,189.782458919,197.116151218,204.634827942,212.340775986
118,Goldeen,Mud Shot,Aqua Tail,15.7866832144,11.34,179.020987651,1,112,126,90,10.9090909091,19.4216634429,0.3742889647,14.09525287,186.637974207,194.465860984,202.50750227,210.765752355,219.243465527,227.943496075,236.868698288,246.021926454,255.406034862,265.0238778
119,Seaking,Peck,Icy Wind,14.9565217391,25.6,382.886956522,0,172,160,160,8.6956521739,6.7963386728,0.3742889647,8.6956521739,393.501771739,404.310869565,415.31601087,426.518956522,437.921467391,449.525304348,461.332228261,473.344,485.562380435,497.989130435
119,Seaking,Peck,Drill Run,20.7250203946,25.6,530.560522102,1,172,160,160,8.6956521739,15.7928388747,0.4725503822,12.049430462,545.269307052,560.247306402,575.496960163,591.020708342,606.820990951,622.900247998,639.260919494,655.905445448,672.83626587,690.055820769
119,Seaking,Peck,Megahorn,21.1426205265,25.6,541.251085478,1,172,160,160,8.6956521739,25.2173913043,0.2176870748,12.2922212363,556.256246037,571.536045549,587.092973188,602.929518131,619.04816955,635.451416622,652.141748521,669.121654422,686.393623499,703.960144928
119,Seaking,Poison Jab,Icy Wind,19.6571428571,25.6,503.222857143,0,172,160,160,11.4285714286,6.8646616541,0.2176870748,11.4285714286,517.173757143,531.38,545.8439,560.567771429,575.553928571,590.804685714,606.322357143,622.109257143,638.1677,654.5
119,Seaking,Poison Jab,Drill Run,22.9529512404,25.6,587.595551754,1,172,160,160,11.4285714286,16.1344537815,0.4071856287,13.3447390932,603.885524808,620.473652695,637.362637725,654.555182207,672.053988452,689.861758768,707.981195466,726.415000855,745.165877246,764.236526946
119,Seaking,Poison Jab,Megahorn,23.8477864992,25.6,610.50333438,1,172,160,160,11.4285714286,25.2857142857,0.1758241758,13.8649921507,627.428382292,644.663208791,662.210621538,680.073428195,698.254436421,716.756453878,735.582288226,754.734747127,774.216638242,794.030769231
120,Staryu,Quick Attack,Swift,11.1176327917,7.68,85.3834198399,1,130,128,60,7.5187969925,10.1879699248,0.3870967742,8.5520252244,89.5652639643,93.8712193548,98.3030177965,102.862391074,107.551070974,112.37078928,117.323277777,122.410268251,127.633492487,132.99468227
120,Staryu,Quick Attack,Bubble Beam,11.2597670647,7.68,86.4750110571,1,130,128,60,7.5187969925,10.532797511,0.3790849673,8.6613592806,90.710318305,95.0713235294,99.5597806557,104.177443609,108.926066315,113.807402698,118.823206684,123.975232198,129.265233166,134.694963512
120,Staryu,Quick Attack,Power Gem,12.4312280155,7.68,95.4718311591,1,130,128,60,7.5187969925,13.9810733731,0.3162486369,9.5624830889,100.147777812,104.9625,109.917934127,115.016016595,120.258683808,125.647872168,131.185518078,136.873557941,142.713928159,148.708565136
120,Staryu,Water Gun,Swift,19.5,7.68,149.76,0,130,128,60,15,12.875,0.3162486369,15,157.09483125,164.64735,172.42059375,180.4176,188.64140625,197.09505,205.78156875,214.704,223.86538125,233.26875
120,Staryu,Water Gun,Bubble Beam,19.5,7.68,149.76,0,130,128,60,15,13.3060344828,0.3162486369,15,157.09483125,164.64735,172.42059375,180.4176,188.64140625,197.09505,205.78156875,214.704,223.86538125,233.26875
120,Staryu,Water Gun,Power Gem,21.3762567935,7.68,164.169652174,1,130,128,60,15,17.6163793103,0.5516304348,16.4432744565,172.210228396,180.489437639,189.010609666,197.777074239,206.792161122,216.059200078,225.58152087,235.362453261,245.405327014,255.713471892
121,Starmie,Quick Attack,Hydro Pump,19.8740601504,23.04,457.898345865,1,194,192,120,7.5187969925,23.8721804511,0.1666666667,10.2443609023,470.856834939,484.050662594,497.481903313,511.152631579,525.064921875,539.220848684,553.62248649,568.271909774,583.171193022,598.322410714
121,Starmie,Quick Attack,Power Gem,18.5512171924,23.04,427.420044112,1,194,192,120,7.5187969925,13.9810733731,0.3162486369,9.5624830889,439.515999518,451.831629066,464.36886916,477.129656202,490.115926595,503.329616742,516.772663046,530.44700191,544.354569737,558.497302929
121,Starmie,Quick Attack,Psybeam,17.3416875522,23.04,399.552481203,1,194,192,120,7.5187969925,10.7142857143,0.4444444444,8.9390142022,410.859786654,422.372443609,434.092262218,446.021052632,458.160625,470.512789474,483.079356203,495.862135338,508.86293703,522.083571429
121,Starmie,Water Gun,Hydro Pump,39.1919255875,23.04,902.981965535,1,194,192,120,15,29.9802631579,0.3472584856,20.2020234987,928.536287887,954.554701224,981.041296455,1008.00016449,1035.43539624,1063.35108261,1091.75131452,1120.64018287,1150.02177858,1179.90019254
121,Starmie,Water Gun,Power Gem,31.8999524457,23.04,734.974904348,1,194,192,120,15,17.6163793103,0.5516304348,16.4432744565,755.774639385,776.952117544,798.510668589,820.453622283,842.784308388,865.506056668,888.622196886,912.136058804,936.050972187,960.370266797
121,Starmie,Water Gun,Psybeam,29.1,23.04,670.464,0,194,192,120,15,13.5328947368,0.5516304348,15,689.43808125,708.75675,728.42304375,748.44,768.81065625,789.53805,810.62521875,832.0752,853.89103125,876.07575
122,Mime,Confusion,Psybeam,19.79163129,15.68,310.332778627,1,154,196,80,12.417218543,13.4683252004,0.4133644134,12.8517086299,321.674009877,333.26652416,345.112923947,357.215811709,369.577789916,382.201461041,395.089427554,408.244291926,421.668656628,435.36512413
122,Mime,Confusion,Psychic,23.0730287394,15.68,361.785090633,1,154,196,80,12.417218543,24.8640018921,0.2060988433,14.9824861944,375.006666497,388.521187422,402.331687362,416.44120027,430.8527601,445.569400805,460.594156339,475.930060654,491.580147705,507.547451445
122,Mime,Confusion,Shadow Ball,21.9856707722,15.68,344.735317707,1,154,196,80,12.417218543,18.5734174766,0.3020030817,14.2764095923,357.333803035,370.211427861,383.371083158,396.8156599,410.548049059,424.571141609,438.887828522,453.501000771,468.413549329,483.628365169
122,Mime,Zen Headbutt,Psybeam,22,15.68,344.96,0,154,196,80,14.2857142857,13.515037594,0.3020030817,14.2857142857,357.566696429,370.452714286,383.620946429,397.074285714,410.815625,424.847857143,439.173875,453.796571429,468.718839286,483.943571429
122,Mime,Zen Headbutt,Psychic,24.8769230769,15.68,390.070153846,1,154,196,80,14.2857142857,24.9107142857,0.1758241758,16.1538461538,404.325418269,418.896530769,433.7867625,448.999384615,464.537668269,480.404884615,496.604304808,513.1392,530.012841346,547.2285
122,Mime,Zen Headbutt,Shadow Ball,23.7508196721,15.68,372.412852459,1,154,196,80,14.2857142857,18.6201298701,0.262295082,15.4226101767,386.022823983,399.934346093,414.150541867,428.674534384,443.509446721,458.658401959,474.124523174,489.910933447,506.020755855,522.457113477
123,Scyther,Fury Cutter,Night Slash,24.1468160377,25.2,608.499764151,1,176,180,140,9.375,15.0607638889,0.7641509434,13.7197818396,625.429889192,642.66901802,660.219928891,678.085400059,696.268209781,714.771136313,733.596957911,752.74845283,772.228399327,792.039575656
123,Scyther,Fury Cutter,X Scissor,30.005078125,25.2,756.12796875,1,176,180,140,9.375,21.0677083333,0.65625,17.0483398437,777.165513565,798.587029614,820.395969186,842.59578457,865.189928055,888.181851929,911.575008481,935.37285,959.578828775,984.196397095
123,Scyther,Fury Cutter,Bug Buzz,32.8315140845,25.2,827.35415493,1,176,180,140,9.375,22.2931985294,0.7183098592,18.6542693662,850.373406738,873.812799329,897.676110191,921.967116813,946.689596687,971.8473273,997.444086142,1023.4836507,1049.96979847,1076.90630694
123,Scyther,Steel Wing,Night Slash,20.38585681,25.2,513.723591612,1,176,180,140,11.2781954887,12.5208855472,0.2451759364,11.5828731875,528.016784733,542.570853115,557.38814229,572.47099779,587.821765146,603.442789892,619.336417558,635.504993676,651.950863778,668.676373397
123,Scyther,Steel Wing,X Scissor,21.4528288593,25.2,540.611287254,1,176,180,140,11.2781954887,16.9486215539,0.1606425703,12.1891073064,555.652569488,570.968380892,586.561189759,602.433464384,618.587673061,635.026284084,651.751765747,668.766586345,686.073214172,703.674117523
123,Scyther,Steel Wing,Bug Buzz,22.2327675476,25.2,560.2657422,1,176,180,140,11.2781954887,17.9290137107,0.2035928144,12.6322542884,575.85386504,591.726497828,607.886198594,624.33552537,641.077036188,658.11328908,675.446842076,693.080253208,711.016080508,729.256882007
124,Jynx,Frost Breath,Draining Kiss,23.8888888889,17.42,416.144444444,0,172,134,130,13.8888888889,11.5079365079,0.2035928144,13.8888888889,429.370329861,442.871527778,456.650850694,470.711111111,485.055121528,499.685694444,514.605642361,529.817777778,545.324913194,561.129861111
124,Jynx,Frost Breath,Ice Punch,25.9697822456,17.42,452.393606719,1,172,134,130,13.8888888889,16.4186507937,0.4782354089,15.0987106079,466.771561503,481.448810478,496.428411132,511.713420956,527.306897437,543.211898065,559.431480328,575.968701716,592.826619717,610.00829182
124,Jynx,Frost Breath,Psyshock,27.434527723,17.42,477.909472934,1,172,134,130,13.8888888889,18.8657407407,0.4142011834,15.9503068157,493.098371916,508.603445855,524.427924688,540.575038352,557.048016784,573.850089922,590.984487702,608.454440061,626.263176938,644.413928268
124,Jynx,Pound,Draining Kiss,22.2962962963,17.42,388.401481481,0,172,134,130,12.962962963,9.2526455027,0.4142011834,12.962962963,400.745641204,413.346759259,426.207460648,439.33037037,452.718113426,466.373314815,480.298599537,494.496592593,508.969918981,523.721203704
124,Jynx,Pound,Ice Punch,22.5136219632,17.42,392.187294598,1,172,134,130,12.962962963,13.1812169312,0.5789224953,13.0893150949,404.651774876,417.375718101,430.361774862,443.612595743,457.130831332,470.919132215,484.980148977,499.316532206,513.930932488,528.826000408
124,Jynx,Pound,Psyshock,24.222630719,17.42,421.958227124,1,172,134,130,12.962962963,15.1388888889,0.5147058824,14.0829248366,435.36888594,449.058703533,463.030531697,477.287222222,491.831626902,506.666597529,521.794985894,537.219643791,552.943423011,568.969175347
125,Electabuzz,Thunder Shock,Thunder Punch,30.3288934426,20.8,630.840983607,1,198,160,130,10.4166666667,21.09375,0.4590163934,15.3176229508,648.981855085,667.462203381,686.285130315,705.453737705,724.971127369,744.840401127,765.064660797,785.647008197,806.590545146,827.898373463
125,Electabuzz,Thunder Shock,Thunderbolt,32.3388611963,20.8,672.648312883,1,198,160,130,10.4166666667,25.7233796296,0.3865030675,16.33275818,691.991422971,711.696507813,731.76687479,752.205831288,773.01668469,794.202742379,815.767311739,837.713700153,860.045215006,882.765163679
125,Electabuzz,Thunder Shock,Thunder,33.1356305494,20.8,689.221115427,1,198,160,130,10.4166666667,29.3301841085,0.3340732519,16.7351669441,709.040803748,729.231385206,749.796248672,770.738783019,792.062377117,813.770419837,835.866300052,858.353406632,881.235128448,904.514854372
125,Electabuzz,Low Kick,Thunder Punch,24.2631147541,20.8,504.672786885,1,198,160,130,8.3333333333,16.875,0.4590163934,12.2540983607,519.185484068,533.969762705,549.028104252,564.362990164,579.976901895,595.872320902,612.051728637,628.517606557,645.272436117,662.31869877
125,Electabuzz,Low Kick,Thunderbolt,25.8710889571,20.8,538.118650307,1,198,160,130,8.3333333333,20.5787037037,0.3865030675,13.066206544,553.593138377,569.35720625,585.413499832,601.764665031,618.413347752,635.362193903,652.613849391,670.170960123,688.036172004,706.212130943
125,Electabuzz,Low Kick,Thunder,26.5085044395,20.8,551.376892342,1,198,160,130,8.3333333333,23.4641472868,0.3340732519,13.3881335553,567.232642998,583.385108165,599.836998938,616.591026415,633.649901693,651.01633587,668.693040041,686.682725305,704.988102758,723.611883498
126,Magmar,Ember,Fire Blast,34.1494328098,20.54,701.429349913,1,214,158,130,11.9047619048,30.7854239257,0.2146596859,15.9576788831,721.279246305,741.492858093,762.073416708,783.024153578,804.348300134,826.049087805,848.129748023,870.593512216,893.443611816,916.68327825
126,Magmar,Ember,Fire Punch,30.3084485407,20.54,622.535533026,1,214,158,130,11.9047619048,18.1547619048,0.3612903226,14.1628264209,640.152796736,658.092866667,676.358610791,694.952897081,713.87859351,733.138568049,752.735688671,772.672823349,792.952840054,813.578606759
126,Magmar,Ember,Flamethrower,32.6964858059,20.54,671.585818452,1,214,158,130,11.9047619048,24.0045155993,0.2788461538,15.278731685,690.591166484,709.944755008,729.649677967,749.709029304,770.125902963,790.903392886,812.044593017,833.552597299,855.430499674,877.681394088
126,Magmar,Karate Chop,Fire Blast,25.6993180773,20.54,527.863993307,1,214,158,130,7.5,24.5777439024,0.2640294388,12.0090271389,542.802127244,558.013976932,573.5019742,589.268550874,605.316138783,621.647169756,638.264075619,655.169288201,672.365239331,689.854360835
126,Magmar,Karate Chop,Fire Punch,22.4083586957,20.54,460.267687609,1,214,158,130,7.5,14.4732142857,0.4260869565,10.4711956522,473.292899503,486.556776125,500.061437891,513.809005217,527.801598522,542.041338223,556.530344736,571.270738478,586.264639868,601.514169321
126,Magmar,Karate Chop,Flamethrower,24.445196932,20.54,502.104344983,1,214,158,130,7.5,19.1530172414,0.3366500829,11.4229892206,516.313501226,530.78301595,545.515202312,560.512373466,575.776842568,591.310922773,607.116927236,623.197169113,639.553961559,656.189617729
127,Pinsir,Rock Smash,Vice Grip,20.5406437534,24.18,496.672765957,1,184,186,130,10.6382978723,12.1707193516,0.3426573427,11.1633933442,510.583958802,524.748588584,539.168915891,553.847201309,568.785705427,583.98668883,599.452412106,615.185135843,631.187120627,647.460627046
127,Pinsir,Rock Smash,X Scissor,22.3549504658,24.18,540.542702263,1,184,186,130,10.6382978723,16.9326241135,0.2400783929,12.149429601,555.682638027,571.098396215,586.792437089,602.767220908,619.02520793,635.568858416,652.400632625,669.522990816,686.938393249,704.649300184
127,Pinsir,Rock Smash,Submission,21.3031784586,24.18,515.110855129,1,184,186,130,10.6382978723,14.5516717325,0.2400783929,11.5778143797,529.538476157,544.228942516,559.184598713,574.407789256,589.900858653,605.666151409,621.706012034,638.022785034,654.618814918,671.496446191
127,Pinsir,Fury Cutter,Vice Grip,25.2670933735,24.18,610.958317771,1,184,186,130,9.375,15.115327381,0.7590361446,13.7321159639,628.070508254,645.494452099,663.23293006,681.288722892,699.664611346,718.363376177,737.387798137,756.740657982,776.424736463,796.442814335
127,Pinsir,Fury Cutter,X Scissor,31.3689453125,24.18,758.501097656,1,184,186,130,9.375,21.0677083333,0.65625,17.0483398437,779.7457798,801.37750188,823.399716183,845.815875,868.629430618,891.843835327,915.462541415,939.489001172,963.926666885,988.778990845
127,Pinsir,Fury Cutter,Submission,27.7751953125,24.18,671.604222656,1,184,186,130,9.375,18.0915178571,0.65625,15.0952148437,690.415030289,709.568537036,729.06779968,748.915875,769.115819778,789.670690796,810.583544833,831.857438672,853.495429092,875.500572876
128,Tauros,Tackle,Horn Attack,20.6648018648,27.6,570.348531469,1,148,184,150,13.6363636364,14.5454545455,0.358974359,13.9627039627,586.634053409,603.225253846,620.124960227,637.336,654.861200612,672.70338951,690.865394143,709.350041958,728.160160402,747.298576923
128,Tauros,Tackle,Iron Head,22.4287005241,27.6,619.032134466,1,148,184,150,13.6363636364,19.0909090909,0.2783300199,15.1545273812,636.707750079,654.715136183,673.057361569,691.73749503,710.758605356,730.123761341,749.836031775,769.898485451,790.31419116,811.086217694
128,Tauros,Tackle,Earthquake,25.3216186253,27.6,698.876674058,1,148,184,150,13.6363636364,30.1028138528,0.2109038737,17.1092017738,718.832141252,739.162171646,759.870229854,780.959780488,802.434288162,824.297217489,846.552033083,869.202199557,892.251181524,915.702443598
128,Tauros,Zen Headbutt,Horn Attack,16.9963236193,27.6,469.098531893,1,148,184,150,11.4285714286,11.6493506494,0.2510699001,11.4840024455,482.492998631,496.138878891,510.038498186,524.194182026,538.60825592,553.28304538,568.220875916,583.424073039,598.894962258,614.635869085
128,Tauros,Zen Headbutt,Iron Head,17.9850611288,27.6,496.387687155,1,148,184,150,11.4285714286,15.2857142857,0.1875732708,12.1520683303,510.561358382,525.001068766,539.709279099,554.688450176,569.94104279,585.469517736,601.276335806,617.363957796,633.734844498,650.391456707
128,Tauros,Zen Headbutt,Earthquake,19.5000328407,27.6,538.200906404,1,148,184,150,11.4285714286,24.0952380952,0.1379310345,13.1756978654,553.568496897,569.224536355,585.171692857,601.412634483,617.95002931,634.786545419,651.924850887,669.367613793,687.117502217,705.177184236
130,Gyarados,Dragon Breath,Hydro Pump,31.030308094,37.24,1155.56867342,1,192,196,190,12,23.9842105263,0.3472584856,16.161618799,1182.77382938,1210.40262176,1238.45832331,1266.94420675,1295.8635448,1325.2196102,1355.01567566,1385.25501393,1415.94089773,1447.07659978
130,Gyarados,Dragon Breath,Twister,23.04,37.24,858.0096,0,192,196,190,12,9.5592592593,0.3472584856,12,878.209425,898.7238,919.555155,940.70592,962.178525,983.9754,1006.098975,1028.55168,1051.335945,1074.4542
130,Gyarados,Dragon Breath,Dragon Pulse,29.1656414343,37.24,1086.12848701,1,192,196,190,12,18.3555555556,0.5019920319,15.190438247,1111.69883653,1137.66736542,1164.03714973,1190.81126553,1217.99278888,1245.58479586,1273.59036251,1302.01256491,1330.85447912,1360.1191812
130,Gyarados,Bite,Hydro Pump,31.030308094,37.24,1155.56867342,1,192,196,190,12,23.9842105263,0.3472584856,16.161618799,1182.77382938,1210.40262176,1238.45832331,1266.94420675,1295.8635448,1325.2196102,1355.01567566,1385.25501393,1415.94089773,1447.07659978
130,Gyarados,Bite,Twister,23.04,37.24,858.0096,0,192,196,190,12,9.5592592593,0.3472584856,12,878.209425,898.7238,919.555155,940.70592,962.178525,983.9754,1006.098975,1028.55168,1051.335945,1074.4542
130,Gyarados,Bite,Dragon Pulse,29.1656414343,37.24,1086.12848701,1,192,196,190,12,18.3555555556,0.5019920319,15.190438247,1111.69883653,1137.66736542,1164.03714973,1190.81126553,1217.99278888,1245.58479586,1273.59036251,1302.01256491,1330.85447912,1360.1191812
131,Lapras,Frost Breath,Dragon Pulse,32.2739726027,49.4,1594.33424658,1,186,190,260,13.8888888889,22.9166666667,0.3835616438,17.3515981735,1629.22559932,1664.61706849,1700.51216781,1736.91441096,1773.82731164,1811.25438356,1849.19914041,1887.66509589,1926.6557637,1966.17465753
131,Lapras,Frost Breath,Ice Beam,32.10637459,49.4,1586.05490474,1,186,190,260,13.8888888889,22.6074961948,0.3868281605,17.261491715,1620.76506747,1655.97274955,1691.68144642,1727.89465355,1764.61586637,1801.84858034,1839.59629093,1877.86249357,1916.65068371,1955.96435682
131,Lapras,Frost Breath,Blizzard,34.5118305633,49.4,1704.88442982,1,186,190,260,13.8888888889,32.3985042735,0.2520775623,18.5547476147,1742.1951281,1780.04062059,1818.42466462,1857.35101754,1896.82343669,1936.84567939,1977.42150299,2018.55466482,2060.24892222,2102.50803252
131,Lapras,Ice Shard,Dragon Pulse,29.5936843487,49.4,1461.92800683,1,186,190,260,13.3928571429,22.904265873,0.2647058824,15.9105829832,1493.92170318,1526.37398231,1559.28806611,1592.66717647,1626.51453529,1660.83336446,1695.62688588,1730.89832143,1766.65089301,1802.88782251
131,Lapras,Ice Shard,Ice Beam,29.4875637755,49.4,1456.68565051,1,186,190,260,13.3928571429,22.5950954012,0.2673992674,15.8535289116,1488.56462004,1520.9005279,1553.69658444,1586.956,1620.68198491,1654.87774952,1689.54650417,1724.69145918,1760.31582492,1796.4228117
131,Lapras,Ice Shard,Blizzard,30.6754426928,49.4,1515.36686902,1,186,190,260,13.3928571429,32.3861034799,0.1631799163,16.4921734907,1548.53005301,1582.16858267,1616.28579766,1650.88503766,1685.96964232,1721.54295131,1757.6083043,1794.16904094,1831.22850092,1868.79002389
132,Ditto,Pound,Struggle,17.8240740741,10.56,188.222222222,0,110,110,96,16.2037037037,11.0619469027,0.1631799163,16.2037037037,196.412282986,204.836041667,213.496779514,222.397777778,231.542317708,240.933680556,250.575147569,260.47,270.621519097,281.032986111
133,Eevee,Quick Attack,Dig,13.9587525151,14.08,196.539235412,1,114,128,110,9.3984962406,15.3211693026,0.4805302403,12.2445197501,204.205942481,212.069082257,220.131134256,228.394577994,236.861892986,245.535558747,254.418054793,263.511860638,272.819455797,282.343319787
133,Eevee,Quick Attack,Swift,12.1866359447,14.08,171.587834101,1,114,128,110,9.3984962406,12.734962406,0.3870967742,10.6900315304,178.281223631,185.146107992,192.184651915,199.399020131,206.791377372,214.36388837,222.118717856,230.05803056,238.183991215,246.498764553
133,Eevee,Quick Attack,Body Slam,14.3945362955,14.08,202.675071041,1,114,128,110,9.3984962406,32.2862444573,0.1410488246,12.6267862241,210.58112805,218.689750277,227.003494646,235.524918082,244.256577508,253.201029849,262.360832029,271.738540973,281.336713604,291.157906846
133,Eevee,Tackle,Dig,16.6232592505,14.08,234.055490247,1,114,128,110,13.6363636364,15.4271159875,0.5279583875,14.5818063601,243.185651345,252.549741072,262.150712243,271.991517673,282.07511018,292.404442579,302.982467685,313.812138314,324.896407283,336.238227406
133,Eevee,Tackle,Swift,15.5454545455,14.08,218.88,0,114,128,110,13.6363636364,12.8409090909,0.5279583875,13.6363636364,227.4181875,236.175136364,245.153607955,254.356363636,263.786164773,273.445772727,283.337948864,293.465454545,303.831051136,314.4375
133,Eevee,Tackle,Body Slam,19.0874379413,14.08,268.751126214,1,114,128,110,13.6363636364,32.3921911422,0.1656553398,16.7433666152,279.23471314,289.986905525,301.011093901,312.3106688,323.889020752,335.749540291,347.895617947,360.330644252,373.058009738,386.081104938
134,Vaporeon,Water Gun,Water Pulse,27.9,43.68,1218.672,0,186,168,260,15,13.6325757576,0.1656553398,15,1246.61953125,1274.98455,1303.77009375,1332.9792,1362.61490625,1392.68025,1423.17826875,1454.112,1485.48448125,1517.29875
134,Vaporeon,Water Gun,Hydro Pump,37.5757637076,43.68,1641.30935875,1,186,168,260,15,29.9802631579,0.3472584856,20.2020234987,1678.94913762,1717.1511893,1755.91960472,1795.25847478,1835.17189038,1875.66394244,1916.73872187,1958.40031958,2000.65282648,2043.50033347
134,Vaporeon,Water Gun,Aqua Tail,34.7731936068,43.68,1518.89309674,1,186,168,260,15,24.3111702128,0.3968636912,18.69526538,1553.72553097,1589.07830117,1624.95519314,1661.35999267,1698.29648554,1735.76845755,1773.77969449,1812.33398215,1851.43510632,1891.0868528
135,Jolteon,Thunder Shock,Discharge,26.6152815013,22.62,602.03766756,1,192,174,130,10.4166666667,17.7604166667,0.4691689008,13.8621257819,619.032824373,636.340190914,653.962574263,671.902781501,690.163619709,708.747895966,727.658417353,746.897990952,766.469423841,786.375523102
135,Jolteon,Thunder Shock,Thunderbolt,31.3588957055,22.62,709.338220859,1,192,174,130,10.4166666667,25.7233796296,0.3865030675,16.33275818,729.362406963,749.754447613,770.517650193,791.655322086,813.170770676,835.067303345,857.348227479,880.01685046,903.076479672,926.530422498
135,Jolteon,Thunder Shock,Thunder,32.1315205327,22.62,726.814994451,1,192,174,130,10.4166666667,29.3301841085,0.3340732519,16.7351669441,747.332539233,768.227001812,789.501771061,811.160235849,833.205785049,855.641807532,878.471692168,901.69882783,925.326603389,949.358407715
136,Flareon,Ember,Fire Blast,37.9792757417,23.14,878.840440663,1,238,178,130,11.9047619048,30.7854239257,0.2146596859,15.9576788831,902.122355053,925.799581043,949.875350063,974.352893543,999.235442913,1024.5262296,1050.22848504,1076.34544066,1102.88032789,1129.83637816
136,Flareon,Ember,Flamethrower,36.3633814103,23.14,841.448645833,1,238,178,130,11.9047619048,24.0045155993,0.2788461538,15.278731685,863.739990689,886.409827925,909.461251485,932.897355311,956.721233348,980.935979539,1005.54468783,1030.55045215,1055.95636646,1081.7655247
136,Flareon,Ember,Heat Wave,35.4091312057,23.14,819.367296099,1,238,178,130,11.9047619048,26.6134085213,0.2021276596,14.8777862209,841.073670043,863.148603945,885.595110558,908.416202634,931.614892924,955.194194181,979.157119154,1003.5066806,1028.24589126,1053.3777639
137,Porygon,Quick Attack,Psybeam,17.4310776942,20.54,358.03433584,1,156,158,130,9.3984962406,13.3928571429,0.4444444444,11.1737677527,369.119202303,380.429583333,391.96774162,403.73593985,415.736440711,427.971506892,440.443401081,453.154385965,466.106724232,479.302678571
137,Porygon,Quick Attack,Signal Beam,19.2972091381,20.54,396.364675697,1,156,158,130,9.3984962406,18.3801236963,0.3308431163,12.3700058578,408.636262695,421.157507337,433.930914549,446.958989255,460.244236384,473.789160861,487.596267612,501.668061563,516.00704764,530.615730771
137,Porygon,Quick Attack,Discharge,18.3688625783,20.54,377.296437359,1,156,158,130,9.3984962406,17.734962406,0.2850627138,11.7749119092,388.977665125,400.896540051,413.055446557,425.456769061,438.102891983,450.996199744,464.139076763,477.53390746,491.183076253,505.088967564
137,Porygon,Tackle,Psybeam,21.2727272727,20.54,436.941818182,0,156,158,130,13.6363636364,13.4988038278,0.2850627138,13.6363636364,450.4696875,464.272772727,478.353835227,492.715636364,507.3609375,522.2925,537.513085227,553.025454545,568.832369318,584.936590909
137,Porygon,Tackle,Signal Beam,24.1032836991,20.54,495.081447179,1,156,158,130,13.6363636364,18.4860703812,0.374137931,15.450822884,510.409339453,526.04906796,542.003761492,558.27654884,574.870558796,591.788920151,609.034761697,626.611212226,644.521400529,662.768455398
137,Porygon,Tackle,Discharge,23.406260561,20.54,480.764591923,1,156,158,130,13.6363636364,17.8409090909,0.3252788104,15.0040131801,495.649229423,510.836685419,526.329998224,542.132206151,558.246347511,574.675460618,591.422583784,608.490755323,625.883013546,643.602396766
138,Omanyte,Water Gun,Ancient Power,19.8,11.2,221.76,0,132,160,70,15,12.5277777778,0.3252788104,15,231.23368125,240.95475,250.92624375,261.1512,271.63265625,282.37365,293.37721875,304.6464,316.18423125,327.99375
138,Omanyte,Water Gun,Brine,19.8,11.2,221.76,0,132,160,70,15,13.3958333333,0.3252788104,15,231.23368125,240.95475,250.92624375,261.1512,271.63265625,282.37365,293.37721875,304.6464,316.18423125,327.99375
138,Omanyte,Water Gun,Rock Tomb,19.8,11.2,221.76,0,132,160,70,15,12.9044117647,0.3252788104,15,231.23368125,240.95475,250.92624375,261.1512,271.63265625,282.37365,293.37721875,304.6464,316.18423125,327.99375
